param,value
-0.5499999999999999,-0.9976381143027823
-0.5449999999999999,-0.997670580102948
-0.54,-0.9977023643412791
-0.535,-0.9977334883976594
-0.53,-0.9977639727611624
-0.525,-0.9977938370763058
-0.52,-0.9978231001863637
-0.515,-0.9978517801740789
-0.51,-0.997879894399872
-0.505,-0.9979074595377648
-0.5,-0.9979344916091792
